id,subset,key,smiles,formula,level,mwt,nH,nC,nCl,E,H,S,G,dE,dH,dS,dG,zpe,homo,lumo,gap,Mu,alpha,tMu,rotA,rotB,rotC
1-0001,pubchemPAH,AFVMDRFUJONSCM-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)cc2c(c1)ccc1c2ccc2c1cccc2,C26H16,xtb2,328.414,16,26,0,-63.847657566666,-63.50470192133,0.000217297702,-63.569489231058,10.9262276882,10.682414234824,0.001828992026,10.137100260832,0.323363948126,-9.5741,-7.9005,1.67361120368,0.025,267.744629,0.009 -0.004 -0.000,0.02807936,0.002828131,0.002569349
1-0001,pubchemPAH,AFVMDRFUJONSCM-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)cc2c(c1)ccc1c2ccc2c1cccc2,C26H16,r2scan,328.414,16,26,0,-1000.224980210599,-999.8745429914,0.0002105228,-999.9373103627,8.631014970671,8.3797179314,0.0019622688,7.7946673421,0.3314557782,-4.7526,-2.8904,1.8622,0.04513,381.44975,0.00454 -0.01717 -0.00000,0.02775,0.002809,0.002551
1-0001,pubchemPAH,AFVMDRFUJONSCM-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)cc2c(c1)ccc1c2ccc2c1cccc2,C26H16,d4tzvp,328.414,16,26,0,-1001.274257995748,-1000.9238207765,0.0002105228,-1000.9865881478,8.50070065595,8.2494036163,0.0019622688,7.6643530286,0.3314557782,-7.1101,-0.6224,6.4877,0.04092,360.48777,-0.00180 -0.01600 -0.00001,0.02775,0.002809,0.002551
1-0002,pubchemPAH,ANKRFBWKEPAECS-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2c2ccc3c4c2c(c1)ccc4ccc3,C24H14,xtb2,302.376,14,24,0,-58.563203231216,-58.254790702973,0.000199023557,-58.314129576548,10.015331623352,9.796619173549,0.001657983865,9.302291282994,0.291238244797,-9.7628,-7.6341,2.128713962483,0.1,245.099885,0.035 -0.017 -0.006,0.01918264,0.005696588,0.004474706
1-0002,pubchemPAH,ANKRFBWKEPAECS-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2c2ccc3c4c2c(c1)ccc4ccc3,C24H14,r2scan,302.376,14,24,0,-922.839824564321,-922.5242814684,0.0001929173,-922.5817997724,7.904834870299,7.6789900324,0.0017791581,7.148533921,0.2989992774,-5.0179,-2.5346,2.4833,0.07461,318.47855,0.02040 -0.01658 -0.01306,0.019111,0.00561,0.004408
1-0002,pubchemPAH,ANKRFBWKEPAECS-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2c2ccc3c4c2c(c1)ccc4ccc3,C24H14,d4tzvp,302.376,14,24,0,-923.804632818851,-923.489089723,0.0001929173,-923.546608027,7.786756449299,7.5609116112,0.0017791581,7.0304555012,0.2989992774,-7.375,-0.276,7.099,0.08225,305.91498,0.01581 -0.02666 -0.00930,0.019111,0.00561,0.004408
1-0003,pubchemPAH,ASPAORBBQBUBFL-UHFFFAOYSA-N,c1ccc2-c3c(-c2c1)cc1c(c3)c2c(cc1)ccc1c2cccc1,C24H14,xtb2,302.376,14,24,0,-58.478766570984,-58.171281895676,0.000205053417,-58.232418571849,9.93089496312,9.713110366252,0.001651954005,9.220580278295,0.289724348675,-9.8824,-7.3463,2.536146267741,0.146,242.281096,-0.054 0.010 -0.018,0.01701613,0.004968833,0.003923458
1-0003,pubchemPAH,ASPAORBBQBUBFL-UHFFFAOYSA-N,c1ccc2-c3c(-c2c1)cc1c(c3)c2c(cc1)ccc1c2cccc1,C24H14,r2scan,302.376,14,24,0,-922.744349217907,-922.4301813072,0.0001986458,-922.4894075638,7.809359523885,7.5848898712,0.0017734296,7.0561417124,0.2969714457,-5.099,-2.3143,2.7847,0.36456,323.16622,-0.13594 0.03003 -0.03449,0.016932,0.004872,0.003852
1-0003,pubchemPAH,ASPAORBBQBUBFL-UHFFFAOYSA-N,c1ccc2-c3c(-c2c1)cc1c(c3)c2c(cc1)ccc1c2cccc1,C24H14,d4tzvp,302.376,14,24,0,-923.712048550246,-923.3978806395,0.0001986458,-923.4571068961,7.694172180694,7.4697025277,0.0017734296,6.9409543703,0.2969714457,-7.6131,0.1311,7.7442,0.37283,305.37385,-0.14014 0.02277 -0.03681,0.016932,0.004872,0.003852
1-0004,pubchemPAH,AXSJLZJXXUBRBS-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)cc2c3c1ccc1c3c(cc2)ccc1,C24H14,xtb2,302.376,14,24,0,-58.563546278106,-58.255494263415,0.000200647379,-58.315317279503,10.015674670242,9.797322733991,0.001656360043,9.303478985949,0.290660993411,-9.5852,-7.8873,1.69787697089,0.037,245.132314,0.014 0.003 -0.000,0.02490152,0.004536328,0.003837287
1-0004,pubchemPAH,AXSJLZJXXUBRBS-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)cc2c3c1ccc1c3c(cc2)ccc1,C24H14,r2scan,302.376,14,24,0,-922.841060675864,-922.5263735295,0.0001953906,-922.5846292489,7.906070981842,7.6810820935,0.0017766848,7.1513633975,0.2978083173,-4.7662,-2.8216,1.9446,0.05483,339.15951,0.00489 0.02101 -0.00000,0.024636,0.004506,0.003809
1-0004,pubchemPAH,AXSJLZJXXUBRBS-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)cc2c3c1ccc1c3c(cc2)ccc1,C24H14,d4tzvp,302.376,14,24,0,-923.803469430003,-923.4887822836,0.0001953906,-923.547038003,7.785593060451,7.5606041718,0.0017766848,7.0308854772,0.2978083173,-7.0575,-0.5998,6.4577,0.03415,324.61573,0.00835 0.01052 0.00001,0.024636,0.004506,0.003809
1-0005,pubchemPAH,AYTRZKHOOYQPHG-UHFFFAOYSA-N,c1ccc2c(c1)c1-c3cc4ccccc4c4c3c(-c1cc2)ccc4,C24H14,xtb2,302.376,14,24,0,-58.551890503764,-58.243678739772,0.000203470355,-58.304343425995,10.0040188959,9.785507210348,0.001653537067,9.292505132441,0.290582953376,-9.9518,-7.8172,2.134642202362,0.518,245.034162,0.198 0.048 0.000,0.01544346,0.005931026,0.004285276
1-0005,pubchemPAH,AYTRZKHOOYQPHG-UHFFFAOYSA-N,c1ccc2c(c1)c1-c3cc4ccccc4c4c3c(-c1cc2)ccc4,C24H14,r2scan,302.376,14,24,0,-922.826843707964,-922.5124764914,0.0001987006,-922.5717190835,7.891854013942,7.6671850554,0.0017733748,7.1384532321,0.2970812365,-5.2591,-2.7739,2.4852,0.39913,311.04079,0.15155 0.04112 -0.00002,0.015316,0.005879,0.004248
1-0005,pubchemPAH,AYTRZKHOOYQPHG-UHFFFAOYSA-N,c1ccc2c(c1)c1-c3cc4ccccc4c4c3c(-c1cc2)ccc4,C24H14,d4tzvp,302.376,14,24,0,-923.795736315842,-923.4813690992,0.0001987006,-923.5406116913,7.77785994629,7.5531909874,0.0017733748,7.0244591655,0.2970812365,-7.8376,-0.4653,7.3723,0.2658,297.69965,0.09510 0.04350 -0.00003,0.015316,0.005879,0.004248
1-0006,pubchemPAH,BBEAQIROQSPTKN-UHFFFAOYSA-N,c1c2cccc3c2c2c(c1)cccc2cc3,C16H10,xtb2,202.256,10,16,0,-39.379139577543,-39.166985275915,0.000154303122,-39.2129907518,6.751569996343,6.600789432595,0.001111327176,6.26944723433,0.200596138497,-9.9195,-7.4902,2.429282068064,0.0,165.17574,0.000 -0.000 0.000,0.03418611,0.01876789,0.0121162
1-0006,pubchemPAH,BBEAQIROQSPTKN-UHFFFAOYSA-N,c1c2cccc3c2c2c(c1)cccc2cc3,C16H10,r2scan,202.256,10,16,0,-615.628143644265,-615.4112676522,0.0001515018,-615.4564379076,5.339969391127,5.1844658914,0.0011923164,4.8289766614,0.2056926196,-5.1763,-2.3093,2.867,3E-05,190.85428,0.00001 -0.00000 0.00000,0.033858,0.018622,0.012014
1-0006,pubchemPAH,BBEAQIROQSPTKN-UHFFFAOYSA-N,c1c2cccc3c2c2c(c1)cccc2cc3,C16H10,d4tzvp,202.256,10,16,0,-616.275504030305,-616.0586280381999,0.0001515018,-616.1037982936,5.260233432377,5.1047299324,0.0011923164,4.7492407034,0.2056926196,-7.6302,0.0451,7.6753,2E-05,188.6136,0.00000 0.00000 0.00001,0.033858,0.018622,0.012014
1-0007,pubchemPAH,BBZGENAFADIERZ-UHFFFAOYSA-N,c1c2c(ccc3c2ccc2c3cccc2)c2c(c1)c1ccccc1cc2,C26H16,xtb2,328.414,16,26,0,-63.858085013631,-63.514262658055,0.000216135604,-63.578703488493,10.936655135165,10.691974971549,0.001830154124,10.146314518267,0.324127186893,-9.9433,-7.4089,2.534381691193,0.0,267.725728,-0.000 -0.000 -0.000,0.02762547,0.003055899,0.002751528
1-0007,pubchemPAH,BBZGENAFADIERZ-UHFFFAOYSA-N,c1c2c(ccc3c2ccc2c3cccc2)c2c(c1)c1ccccc1cc2,C26H16,r2scan,328.414,16,26,0,-1000.237454092989,-999.8863979311,0.0002117094,-999.9495190742,8.643488853061,8.3915728711,0.0019610822,7.8068760536,0.3319282829,-5.2659,-2.2172,3.0487,0.00012,353.01413,0.00000 -0.00000 -0.00005,0.027339,0.003034,0.002731
1-0007,pubchemPAH,BBZGENAFADIERZ-UHFFFAOYSA-N,c1c2c(ccc3c2ccc2c3cccc2)c2c(c1)c1ccccc1cc2,C26H16,d4tzvp,328.414,16,26,0,-1001.293493913509,-1000.9424377516,0.0002117094,-1001.0055588947,8.519936573711,8.2680205914,0.0019610822,7.6833237755,0.3319282829,-7.773,0.1966,7.9696,8E-05,336.879,-0.00002 0.00000 -0.00002,0.027339,0.003034,0.002731
1-0008,pubchemPAH,BMIAHKYKCHRGBA-UHFFFAOYSA-N,c1cc2c3c(c1)c1ccccc1c1c3c(c3c2cccc3)ccc1,C24H14,xtb2,302.376,14,24,0,-58.571587036933,-58.262452815361,0.000199926396,-58.322060870247,10.023715429069,9.804281285937,0.001657081026,9.310222576693,0.291647985682,-10.0579,-7.2497,2.808253886069,0.004,245.099185,0.000 -0.000 -0.002,0.01595014,0.006847708,0.004851693
1-0008,pubchemPAH,BMIAHKYKCHRGBA-UHFFFAOYSA-N,c1cc2c3c(c1)c1ccccc1c1c3c(c3c2cccc3)ccc1,C24H14,r2scan,302.376,14,24,0,-922.847983689391,-922.5331867342,0.0001970896,-922.5919489856,7.912993995369,7.6878952982,0.0017749858,7.1586831342,0.2973849956,-5.3475,-2.1684,3.1791,0.03878,293.07962,-0.00000 -0.00000 -0.01526,0.01593,0.006769,0.004772
1-0008,pubchemPAH,BMIAHKYKCHRGBA-UHFFFAOYSA-N,c1cc2c3c(c1)c1ccccc1c1c3c(c3c2cccc3)ccc1,C24H14,d4tzvp,302.376,14,24,0,-923.82096363052,-923.5061666753,0.0001970896,-923.5649289267,7.803087260968,7.5779885635,0.0017749858,7.0487764009,0.2973849956,-7.8509,0.2168,8.0677,0.02985,284.66081,0.00000 -0.00001 -0.01175,0.01593,0.006769,0.004772
1-0009,pubchemPAH,BRPWPKAUGQCZPI-UHFFFAOYSA-N,c1c2cc3c(cc2c2c(c1)cc1c(c2)c2ccccc2cc1)cccc3,C26H16,xtb2,328.414,16,26,0,-63.855928829293,-63.512700924599,0.000217209795,-63.577462025022,10.934498950827,10.690413238093,0.001829079933,10.145073054796,0.323697955711,-9.9094,-7.4972,2.412194651514,0.009,267.74957,0.001 -0.003 -0.000,0.01467261,0.003743998,0.002982863
1-0009,pubchemPAH,BRPWPKAUGQCZPI-UHFFFAOYSA-N,c1c2cc3c(cc2c2c(c1)cc1c(c2)c2ccccc2cc1)cccc3,C26H16,r2scan,328.414,16,26,0,-1000.234149057429,-999.883656075,0.000210696,-999.9464750919,8.640183817501,8.388831015,0.0019620956,7.8038320713,0.3315081802,-5.1595,-2.4469,2.7126,0.11607,361.77747,-0.00012 -0.04566 0.00000,0.014517,0.00372,0.002961
1-0009,pubchemPAH,BRPWPKAUGQCZPI-UHFFFAOYSA-N,c1c2cc3c(cc2c2c(c1)cc1c(c2)c2ccccc2cc1)cccc3,C26H16,d4tzvp,328.414,16,26,0,-1001.286810147299,-1000.9363171649,0.000210696,-1000.9991361818,8.513252807501,8.2619000047,0.0019620956,7.6769010626,0.3315081802,-7.6457,-0.0597,7.586,0.07069,341.63859,-0.00032 -0.02781 0.00001,0.014517,0.00372,0.002961
1-0010,pubchemPAH,CGBYIJDDWOKUDY-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2c2c3ccccc3ccc2c2c1cccc2,C26H16,xtb2,328.414,16,26,0,-63.84851719782,-63.505016067639,0.000213101701,-63.568552339752,10.927087319354,10.682728381133,0.001833188027,10.136163369526,0.324108355992,-9.8882,-7.3922,2.496026115212,0.122,267.731219,0.048 -0.000 -0.000,0.009487024,0.00731887,0.004437041
1-0010,pubchemPAH,CGBYIJDDWOKUDY-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2c2c3ccccc3ccc2c2c1cccc2,C26H16,r2scan,328.414,16,26,0,-1000.221467337874,-999.8698423126,0.0002049625,-999.9309518696,8.627502097946,8.3750172526,0.0019678291,7.788308849,0.3330026864,-5.2003,-2.2545,2.9458,0.05846,325.59921,0.02300 -0.00000 -0.00000,0.009231,0.00729,0.004369
1-0010,pubchemPAH,CGBYIJDDWOKUDY-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2c2c3ccccc3ccc2c2c1cccc2,C26H16,d4tzvp,328.414,16,26,0,-1001.277028664494,-1000.9254036392,0.0002049625,-1000.9865131962,8.503471324696,8.250986479,0.0019678291,7.664278077,0.3330026864,-7.7032,0.1525,7.8557,0.09445,314.53501,0.03716 0.00000 0.00000,0.009231,0.00729,0.004369
1-0011,pubchemPAH,CSHWQDPOILHKBI-UHFFFAOYSA-N,c1ccc2c3c1cccc3c1c3c2cccc3ccc1,C20H12,xtb2,252.316,12,20,0,-48.967890158081,-48.707478847487,0.000178363995,-48.760658072727,8.380169563549,8.195295161115,0.001382954865,7.782967167215,0.245753058307,-9.6591,-7.7706,1.888486175768,0.0,205.142239,0.000 0.000 -0.000,0.02105463,0.01120363,0.007312493
1-0011,pubchemPAH,CSHWQDPOILHKBI-UHFFFAOYSA-N,c1ccc2c3c1cccc3c1c3c2cccc3ccc1,C20H12,r2scan,252.316,12,20,0,-769.22784841656,-768.9626457592,0.0001775643,-769.0155865606,6.61626644298,6.4265991608,0.0014803825,5.9852230118,0.250577801,-4.8056,-2.7353,2.0703,0.0,250.01822,-0.00000 0.00000 0.00000,0.020911,0.011077,0.007241
1-0011,pubchemPAH,CSHWQDPOILHKBI-UHFFFAOYSA-N,c1ccc2c3c1cccc3c1c3c2cccc3ccc1,C20H12,d4tzvp,252.316,12,20,0,-770.035527828304,-769.7703251709,0.0001775643,-769.8232659723001,6.518954344564,6.3292870621,0.0014803825,5.8879109143,0.250577801,-7.184,-0.452,6.732,2E-05,242.46777,-0.00000 -0.00000 0.00001,0.020911,0.011077,0.007241
1-0012,pubchemPAH,CXYMNGWZNKJFCJ-UHFFFAOYSA-N,c1ccc2-c3c(-c2c1)cc1c(c3)c2ccccc2c2c1cccc2,C24H14,xtb2,302.376,14,24,0,-58.481837810456,-58.173994642571,0.000210384148,-58.236720676417,9.933966202592,9.715823113147,0.001646623274,9.224882382863,0.289590939506,-9.8524,-7.404,2.448423173559,0.151,242.206181,-0.059 0.000 -0.005,0.0158677,0.005089894,0.0038563
1-0012,pubchemPAH,CXYMNGWZNKJFCJ-UHFFFAOYSA-N,c1ccc2-c3c(-c2c1)cc1c(c3)c2ccccc2c2c1cccc2,C24H14,r2scan,302.376,14,24,0,-922.749015911324,-922.435775405,0.0002061512,-922.497239386,7.814026217302,7.590483969,0.0017659242,7.0639735346,0.2951426906,-5.0676,-2.3529,2.7147,0.37828,319.02143,-0.14876 -0.00001 -0.00420,0.015741,0.005032,0.003813
1-0012,pubchemPAH,CXYMNGWZNKJFCJ-UHFFFAOYSA-N,c1ccc2-c3c(-c2c1)cc1c(c3)c2ccccc2c2c1cccc2,C24H14,d4tzvp,302.376,14,24,0,-923.720789106594,-923.4075486003,0.0002061512,-923.4690125813,7.702912737042,7.4793704885,0.0017659242,6.9528600555,0.2951426906,-7.5681,0.1295,7.6976,0.35573,302.02004,-0.13988 -0.00001 -0.00451,0.015741,0.005032,0.003813
1-0013,pubchemPAH,CYSCEOMFFBJLMT-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)c2c(cc1)ccc1c2ccc2c1cccc2,C26H16,xtb2,328.414,16,26,0,-63.849364254949,-63.506016218139,0.000215265965,-63.570197765521,10.927934376483,10.683728531633,0.001831023763,10.137808795295,0.324029172639,-9.8091,-7.5413,2.267826545986,0.078,267.713418,-0.014 0.026 -0.009,0.01432099,0.004194507,0.003312482
1-0013,pubchemPAH,CYSCEOMFFBJLMT-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)c2c(cc1)ccc1c2ccc2c1cccc2,C26H16,r2scan,328.414,16,26,0,-1000.225560643028,-999.874232209,0.0002076196,-999.936133979,8.6315954031,8.379407149,0.001965172,7.7934909584,0.3327193142,-5.0535,-2.5279,2.5256,0.0616,351.58394,-0.00847 0.01169 -0.01946,0.014394,0.004103,0.003254
1-0013,pubchemPAH,CYSCEOMFFBJLMT-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)c2c(cc1)ccc1c2ccc2c1cccc2,C26H16,d4tzvp,328.414,16,26,0,-1001.27783089585,-1000.9265024619,0.0002076196,-1000.9884042319,8.504273556052,8.2520853017,0.001965172,7.6661691127,0.3327193142,-7.5309,-0.1596,7.3713,0.06218,334.93852,-0.01217 0.01395 -0.01599,0.014394,0.004103,0.003254
1-0014,pubchemPAH,DHCSBRKYHMINPB-UHFFFAOYSA-N,c1cc2c(c3c1cc1c(c3)cccc1)ccc1c2cc2c(c1)cccc2,C26H16,xtb2,328.414,16,26,0,-63.850012162473,-63.506974614728,0.000215244489,-63.571149759195,10.928582284007,10.684686928222,0.001831045239,10.138760788969,0.323453570399,-9.6798,-7.7703,1.909470296113,0.0,267.7438,-0.000 0.000 -0.000,0.02900242,0.002865498,0.002607838
1-0014,pubchemPAH,DHCSBRKYHMINPB-UHFFFAOYSA-N,c1cc2c(c3c1cc1c(c3)cccc1)ccc1c2cc2c(c1)cccc2,C26H16,r2scan,328.414,16,26,0,-1000.227990401455,-999.8774922134,0.0002082141,-999.939571239,8.634025161527,8.3826671534,0.0019645775,7.7969282184,0.3315283207,-4.8969,-2.7108,2.1861,2E-05,375.5526,-0.00000 0.00000 0.00001,0.028652,0.002847,0.00259
1-0014,pubchemPAH,DHCSBRKYHMINPB-UHFFFAOYSA-N,c1cc2c(c3c1cc1c(c3)cccc1)ccc1c2cc2c(c1)cccc2,C26H16,d4tzvp,328.414,16,26,0,-1001.278359095611,-1000.9278609075,0.0002082141,-1000.9899399331,8.504801755813,8.2534437473,0.0019645775,7.6677048139,0.3315283207,-7.2969,-0.3977,6.8992,7E-05,355.35795,-0.00000 -0.00000 0.00003,0.028652,0.002847,0.00259
1-0015,pubchemPAH,DXBHBZVCASKNBY-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)ccc2c1cccc2,C18H12,xtb2,228.294,12,18,0,-44.664142491842,-44.417071981167,0.000176177128,-44.469599191914,7.66301464004,7.486759980765,0.001278735476,7.105504997772,0.233300878764,-9.9115,-7.4759,2.435555704376,0.011,187.794553,0.000 0.004 -0.000,0.03963316,0.008657988,0.007105721
1-0015,pubchemPAH,DXBHBZVCASKNBY-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)ccc2c1cccc2,C18H12,r2scan,228.294,12,18,0,-693.012423610716,-692.7599042994,0.0001714301,-692.8110161691,6.065273811672,5.8835689146,0.0013731043,5.4741777537,0.2391944607,-5.1506,-2.405,2.7456,0.0584,230.36851,0.00538 0.02234 -0.00000,0.039219,0.008589,0.007046
1-0015,pubchemPAH,DXBHBZVCASKNBY-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)ccc2c1cccc2,C18H12,d4tzvp,228.294,12,18,0,-693.747198323816,-693.4946790125,0.0001714301,-693.5457908822,5.976246755642,5.7945418583,0.0013731043,5.3851506986,0.2391944607,-7.6925,0.0211,7.7136,0.03262,223.9382,0.00210 0.01266 -0.00000,0.039219,0.008589,0.007046
1-0016,pubchemPAH,FBSLAZJCRYTHEV-UHFFFAOYSA-N,c1cc2c3ccccc3c2c2c1c1c(cc2)c2c1cccc2,C22H12,xtb2,276.338,12,22,0,-53.096021126236,-52.82487928735,0.000194061013,-52.88273857852,8.921707788974,8.730823915008,0.001473664103,8.291450961638,0.254676342226,-9.4516,-7.9365,1.515085729977,0.0,216.358362,-0.000 -0.000 0.000,0.0357778,0.004656516,0.00412026
1-0016,pubchemPAH,FBSLAZJCRYTHEV-UHFFFAOYSA-N,c1cc2c3ccccc3c2c2c1c1c(cc2)c2c1cccc2,C22H12,r2scan,276.338,12,22,0,-845.251280628954,-844.9751840116,0.0001900699,-845.0318533448,6.975266480838,6.7794261996,0.0015812893,6.3079646626,0.259901288,-4.5858,-2.9009,1.6849,0.00024,303.31805,0.00001 0.00009 0.00002,0.035627,0.004596,0.004071
1-0016,pubchemPAH,FBSLAZJCRYTHEV-UHFFFAOYSA-N,c1cc2c3ccccc3c2c2c1c1c(cc2)c2c1cccc2,C22H12,d4tzvp,276.338,12,22,0,-846.13176614083,-845.8556695234,0.0001900699,-845.9123388566,6.869570741524,6.67373046,0.0015812893,6.2022689242,0.259901288,-7.0159,-0.4223,6.5936,9E-05,283.69208,0.00000 0.00001 0.00003,0.035627,0.004596,0.004071
1-0017,pubchemPAH,FFMFLBCTXNVYDT-UHFFFAOYSA-N,c1c2-c3c(-c2cc2c1cccc2)cc1c(c3)cccc1,C20H12,xtb2,252.316,12,20,0,-48.894253470288,-48.635030720776,0.000180958487,-48.688983493803,8.306532875756,8.122847034404,0.001380360373,7.711292588291,0.244184982388,-10.1253,-7.3784,2.746872712945,0.0,202.624184,-0.000 0.000 -0.000,0.05226196,0.005134453,0.004675145
1-0017,pubchemPAH,FFMFLBCTXNVYDT-UHFFFAOYSA-N,c1c2-c3c(-c2cc2c1cccc2)cc1c(c3)cccc1,C20H12,r2scan,252.316,12,20,0,-769.147373061441,-768.8829648589,0.0001765434,-768.935601288,6.535791087861,6.3469182605,0.0014814034,5.9052377392,0.2497945859,-5.3925,-2.4329,2.9596,4E-05,282.39143,-0.00000 -0.00000 -0.00001,0.051827,0.005077,0.004624
1-0017,pubchemPAH,FFMFLBCTXNVYDT-UHFFFAOYSA-N,c1c2-c3c(-c2cc2c1cccc2)cc1c(c3)cccc1,C20H12,d4tzvp,252.316,12,20,0,-769.954766790524,-769.690358588,0.0001765434,-769.7429950171,6.438193306784,6.2493204792,0.0014814034,5.8076399591,0.2497945859,-7.9457,-0.0944,7.8513,5E-05,266.56524,0.00002 -0.00000 -0.00001,0.051827,0.005077,0.004624
1-0018,pubchemPAH,FMMWHPNWAFZXNH-UHFFFAOYSA-N,c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,C20H12,xtb2,252.316,12,20,0,-48.972413532291,-48.71215724449,0.000180435339,-48.765954040697,8.384692937759,8.199973558118,0.001380883521,7.788263135185,0.245755724872,-9.7464,-7.6873,2.059148848212,0.029,205.152183,-0.011 0.003 -0.000,0.02876764,0.008664352,0.006658822
1-0018,pubchemPAH,FMMWHPNWAFZXNH-UHFFFAOYSA-N,c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,C20H12,r2scan,252.316,12,20,0,-769.235842696535,-768.9699283379,0.0001759242,-769.0223801299,6.624260722955,6.4338817395,0.0014820226,5.9920165811,0.2518507418,-4.9727,-2.5436,2.4291,0.03956,257.65506,-0.00756 0.01360 -0.00000,0.02848,0.008601,0.006606
1-0018,pubchemPAH,FMMWHPNWAFZXNH-UHFFFAOYSA-N,c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,C20H12,d4tzvp,252.316,12,20,0,-770.041833778759,-769.7759194202,0.0001759242,-769.8283712122,6.525260295019,6.3348813114,0.0014820226,5.8930161542,0.2518507418,-7.3325,-0.2615,7.071,0.01652,251.19863,-0.00555 0.00338 -0.00001,0.02848,0.008601,0.006606
1-0019,pubchemPAH,FRWPCHGPGILKIF-UHFFFAOYSA-N,c1ccc2c(c1)ccc1-c3c4c(-c21)c1ccccc1cc4ccc3,C24H14,xtb2,302.376,14,24,0,-58.535827937888,-58.227874158618,0.000201823804,-58.288047925654,9.987956330024,9.769702629194,0.001655183618,9.2762096321,0.290507860565,-9.7358,-8.1065,1.629300002022,0.724,244.982265,-0.285 0.007 0.015,0.01184304,0.007996358,0.004871178
1-0019,pubchemPAH,FRWPCHGPGILKIF-UHFFFAOYSA-N,c1ccc2c(c1)ccc1-c3c4c(-c21)c1ccccc1cc4ccc3,C24H14,r2scan,302.376,14,24,0,-922.808284526192,-922.4932827416,0.0001952767,-922.5515044957,7.87329483217,7.6479913056,0.0017767987,7.1182386443,0.2981537283,-5.0107,-3.0916,1.9191,0.7909,310.58808,-0.30994 0.01873 0.02009,0.011787,0.007858,0.004804
1-0019,pubchemPAH,FRWPCHGPGILKIF-UHFFFAOYSA-N,c1ccc2c(c1)ccc1-c3c4c(-c21)c1ccccc1cc4ccc3,C24H14,d4tzvp,302.376,14,24,0,-923.772341277008,-923.4573394924,0.0001952767,-923.5155612465,7.754464907456,7.5291613806,0.0017767987,6.9994087207,0.2981537283,-7.4765,-0.8516,6.6249,0.69647,300.74513,-0.26971 0.04402 0.02001,0.011787,0.007858,0.004804
1-0020,pubchemPAH,FTOVXSOBNPWTSH-UHFFFAOYSA-N,c1ccc2-c3c4c(-c2c1)cc1c(c4ccc3)cccc1,C20H12,xtb2,252.316,12,20,0,-48.958893359559,-48.698730913939,0.000182538795,-48.753154855547,8.371172765027,8.186547227567,0.001378780065,7.775463950035,0.245486695756,-10.2288,-7.6338,2.594976959432,0.424,205.061115,0.167 0.005 -0.000,0.02465473,0.008744866,0.006455237
1-0020,pubchemPAH,FTOVXSOBNPWTSH-UHFFFAOYSA-N,c1ccc2-c3c4c(-c2c1)cc1c(c4ccc3)cccc1,C20H12,r2scan,252.316,12,20,0,-769.218592144221,-768.953102853,0.0001785814,-769.0063468942,6.607010170641,6.4170562546,0.0014793654,5.9759833454,0.251154582,-5.5498,-2.5584,2.9914,0.41828,250.58296,0.16437 0.00802 -0.00000,0.024438,0.008667,0.006398
1-0020,pubchemPAH,FTOVXSOBNPWTSH-UHFFFAOYSA-N,c1ccc2-c3c4c(-c2c1)cc1c(c4ccc3)cccc1,C20H12,d4tzvp,252.316,12,20,0,-770.029180764375,-769.7636914732001,0.0001785814,-769.8169355144,6.512607280635,6.3226533644,0.0014793654,5.8815804564,0.251154582,-8.1262,-0.181,7.9452,0.30582,242.5099,0.11832 0.02185 -0.00000,0.024438,0.008667,0.006398
1-0021,pubchemPAH,FUDUPLHPBBXJRW-UHFFFAOYSA-N,c1ccc2c(c1)c1c(c3c2cc2c(c3)cccc2)cc2c(c1)cccc2,C26H16,xtb2,328.414,16,26,0,-63.854165835706,-63.51064520273,0.000219173957,-63.575991918134,10.93273595724,10.688357516224,0.001827115771,10.143602947908,0.323777802106,-10.0002,-7.3632,2.637034142478,0.005,267.727919,0.000 -0.002 0.000,0.0103069,0.004960998,0.003352138
