id,smiles,mwt,nH,nC,nCl,E_xtb2,H_xtb2,S_xtb2,G_xtb2,dE_xtb2,dH_xtb2,dS_xtb2,dG_xtb2,zpe_xtb2,homo_xtb2,lumo_xtb2,gap_xtb2,Mu_xtb2,alpha_xtb2,xMu_xtb2,yMu_xtb2,zMu_xtb2,rotA_xtb2,rotB_xtb2,rotC_xtb2,E_r2scan,H_r2scan,S_r2scan,G_r2scan,dE_r2scan,dH_r2scan,dS_r2scan,dG_r2scan,zpe_r2scan,homo_r2scan,lumo_r2scan,gap_r2scan,Mu_r2scan,alpha_r2scan,xMu_r2scan,yMu_r2scan,zMu_r2scan,rotA_r2scan,rotB_r2scan,rotC_r2scan,E_d4tzvp,H_d4tzvp,S_d4tzvp,G_d4tzvp,dE_d4tzvp,dH_d4tzvp,dS_d4tzvp,dG_d4tzvp,zpe_d4tzvp,homo_d4tzvp,lumo_d4tzvp,gap_d4tzvp,Mu_d4tzvp,alpha_d4tzvp,xMu_d4tzvp,yMu_d4tzvp,zMu_d4tzvp,rotA_d4tzvp,rotB_d4tzvp,rotC_d4tzvp
3-0435,c1ccc2c(c1)c1c(c3c2c2ccccc2cc3)cc2c(c1Cl)cccc2,362.859,15,26,1,-67.896448738284,-67.561034964856,0.000224722045,-67.62803584253,10.885976488793,10.649704907325,0.001838472079,10.101564455618,0.314764442491,-9.9222,-7.6767,2.245520215568,1.704,279.871772,0.251,0.554,-0.282,0.01089082,0.004326926,0.003297231,-1459.796242231153,-1459.4529705833,0.0002170418,-1459.5176815895,8.585555388457,8.3414239205,0.0019726616,7.7532747004,0.3233824403,-5.1694,-2.6014,2.568,1.52009,356.3919,0.19205,0.49605,-0.27331,0.01073,0.004277,0.003256,-1460.887055947456,-1460.5437842995998,0.0002170418,-1460.6084953057998,8.466222645418,8.2220911772,0.0019726616,7.6339419586,0.3233824403,-7.653,-0.2424,7.4106,1.56489,340.55437,0.1736,0.52111,-0.27811,0.01073,0.004277,0.003256
3-0232,c1ccc2c(c1Cl)cc1c(c2)ccc2c1ccc1c2cccc1,312.799,13,22,1,-58.311574583217,-58.024452706505,0.000207428415,-58.086297488513,9.261253347058,9.059110492026,0.001560077147,8.593973489643,0.269107435424,-9.958,-7.8068,2.151256729852,1.791,239.875145,-0.166,-0.685,0.0,0.0210647,0.004211755,0.00350996,-1306.204461252728,-1305.9110604927,0.0002013997,-1305.9711078212,7.317182130474,7.1087586675,0.0016741751,6.6096032347,0.2759443639,-5.1675,-2.7006,2.4669,1.65935,309.61373,-0.14686,-0.63609,2e-05,0.020778,0.004178,0.003479,-1307.133340211077,-1306.8399394511,0.0002013997,-1306.8999867796,7.213809794851,7.0053863317,0.0016741751,6.5062309002,0.2759443639,-7.6369,-0.3385,7.2984,1.65911,296.77758,-0.09907,-0.64517,2e-05,0.020778,0.004178,0.003479
4-0112,Clc1cc(Cl)c2c(c1Cl)c(Cl)cc1c2c(Cl)c2c(c1Cl)c1c(Cl)c(Cl)cc(c1c1c2c(Cl)c(Cl)c(c1)Cl)Cl,741.754,4,26,12,-112.384824335948,-112.141566766626,0.000332804914,-112.24079255183,10.394886005182,10.25077062782,0.001916337566,9.679414581372,0.207896131548,-10.7445,-8.8914,1.853047331254,1.41,416.817889,-0.499,-0.222,0.098,0.002682437,0.001435928,0.0009939314,-6515.082598238603,-6514.8334303772,0.0003166301,-6514.9278336274,8.08797376546,7.9379460836,0.0020591031,7.3240241848,0.2151279728,-5.7821,-3.7051,2.077,1.27046,555.50123,-0.46566,-0.17634,0.04353,0.002637,0.001415,0.000992,-6516.568411606962,-6516.319243745599,0.0003166301,-6516.413646995799,8.027542720284,7.877515039,0.0020591031,7.2635931406,0.2151279728,-8.3688,-1.4125,6.9563,1.5924,506.98653,-0.58509,-0.21299,0.06924,0.002637,0.001415,0.000992
1-0001,c1ccc2c(c1)cc1c(c2)cc2c(c1)ccc1c2ccc2c1cccc2,328.414,16,26,0,-63.847657566666,-63.50470192133,0.000217297702,-63.569489231058,10.9262276882,10.682414234824,0.001828992026,10.137100260832,0.323363948126,-9.5741,-7.9005,1.67361120368,0.025,267.744629,0.009,-0.004,-0.0,0.02807936,0.002828131,0.002569349,-1000.224980210599,-999.8745429914,0.0002105228,-999.9373103627,8.631014970671,8.3797179314,0.0019622688,7.7946673421,0.3314557782,-4.7526,-2.8904,1.8622,0.04513,381.44975,0.00454,-0.01717,-0.0,0.02775,0.002809,0.002551,-1001.274257995748,-1000.9238207765,0.0002105228,-1000.9865881478,8.50070065595,8.2494036163,0.0019622688,7.6643530286,0.3314557782,-7.1101,-0.6224,6.4877,0.04092,360.48777,-0.0018,-0.016,-1e-05,0.02775,0.002809,0.002551
3-0175,c1ccc2c(c1)c1ccccc1c1c2cc(Cl)c2c1c1ccccc1cc2,362.859,15,26,1,-67.903236409759,-67.56778495679,0.000225483515,-67.635012866838,10.892764160268,10.656454899259,0.001837710609,10.108541479926,0.314756533294,-10.1,-7.4806,2.619348462419,2.046,279.864559,0.111,0.752,-0.264,0.008098831,0.005716604,0.003699231,-1459.804535886688,-1459.4611436452,0.0002166065,-1459.5257248609,8.593849043992,8.3495969824,0.0019730969,7.7613179718,0.323497835,-5.3704,-2.4047,2.9657,1.94739,341.10671,0.0592,0.71964,-0.25612,0.008028,0.005623,0.003642,-1460.896396427119,-1460.5530041856,0.0002166065,-1460.6175854013,8.475563125081,8.2313110632,0.0019730969,7.6430320541,0.323497835,-7.9085,-0.0099,7.8986,1.94915,327.84247,0.08411,0.71985,-0.25056,0.008028,0.005623,0.003642
4-1526,c1c(Cl)c(Cl)cc2c1cc1ccc3c4c1c2ccc4cc1c3c(Cl)cc(c1)Cl,440.156,10,24,4,-74.762143659391,-74.486776893765,0.000242703832,-74.559139041189,9.858102567427,9.672435880241,0.001681921174,9.170971080891,0.252587464803,-10.1539,-8.5258,1.628116842375,0.985,294.113418,-0.31,0.152,0.175,0.01412576,0.001784676,0.001593926,-2761.154112016014,-2760.8729381858,0.0002352219,-2760.9430695922,7.75223591092,7.5607603386,0.0018045007,7.0227482668,0.2590043338,-5.2037,-3.3209,1.8828,0.92895,421.60125,-0.29864,0.11783,0.17463,0.013866,0.00177,0.001579,-2762.258305705818,-2761.9771318756,0.0002352219,-2762.047263282,7.651325487306,7.459849915,0.0018045007,6.9218378442,0.2590043338,-7.4686,-1.1586,6.31,1.14331,395.82838,-0.39041,0.12594,0.18452,0.013866,0.00177,0.001579
4-1476,c1ccc2-c3c(-c2c1)cc(c1c3c2c(Cl)c(Cl)c(c(c2c2c1c(Cl)c(Cl)c(c2Cl)Cl)Cl)Cl)Cl,612.381,5,24,9,-94.881613627923,-94.649028532136,0.000294732402,-94.736902997791,9.532360680834,9.389475663487,0.001714414584,8.878322954063,0.202675739364,-10.5289,-8.5286,2.000266661185,4.349,354.38616,-1.683,-0.249,0.177,0.003215212,0.002599283,0.001646809,-5058.8929529162,-5058.6553524868,0.0002803301,-5058.738932915,7.407468797265,7.2595666256,0.0018439515,6.7097922471,0.2088837497,-5.5061,-3.1247,2.3814,3.92318,448.22781,-1.52375,-0.15331,0.19226,0.00312,0.002586,0.00165,-5060.188597790926,-5059.9509973615,0.0002803301,-5060.0345777897,7.345237761214,7.1973355899,0.0018439515,6.6475612119,0.2088837497,-8.1265,-0.7002,7.4263,3.81001,418.20743,-1.47988,-0.14513,0.18901,0.00312,0.002586,0.00165
4-1453,Clc1c2c(cc3c(c2Cl)c2cccc(c2cc3Cl)Cl)c(c2c1cc(Cl)c1c2c(Cl)c(c(c1Cl)Cl)Cl)Cl,672.864,6,26,10,-104.311218370209,-104.050840053295,0.000314944069,-104.144740627349,10.499364781493,10.338128656539,0.001900389619,9.771527490263,0.22761916516,-10.5365,-8.9551,1.581386355598,2.927,391.736611,-0.939,0.666,0.036,0.004783957,0.001138626,0.0009557059,-5595.958783383183,-5595.6921084716,0.0003002347,-5595.7816234612,8.197602115575,8.0300673836,0.0020416749,7.4213417556,0.2351514836,-5.5829,-3.7978,1.7851,2.35136,552.14007,-0.71862,0.58154,0.03409,0.004693,0.001125,0.000954,-5597.368845304318,-5597.102170392699,0.0003002347,-5597.1916853823,8.12252834212,7.9549936105,0.0020416749,7.3462679831,0.2351514836,-8.0451,-1.5978,6.4473,2.58464,503.05002,-0.81167,0.61061,0.0483,0.004693,0.001125,0.000954
4-0619,Clc1ccc2c(c1)cc1c(c2Cl)c2c(cc1)ccc1c2cccc1,347.244,12,22,2,-62.352342488757,-62.073837891505,0.000215200313,-62.137999864809,9.212978881573,9.019453306001,0.001569209645,8.551593449253,0.259416043058,-10.0705,-8.0046,2.065966433337,2.503,252.143321,-0.794,-0.541,-0.216,0.01563695,0.004157065,0.003452682,-1765.767032359091,-1765.4819803698,0.0002076719,-1765.5438977465,7.263031634069,7.0629569418,0.0016848147,6.5606292915,0.2666789309,-5.2432,-2.915,2.3282,2.12776,319.81117,-0.68176,-0.44738,-0.18924,0.015466,0.004062,0.003402,-1766.730106181652,-1766.4450541924,0.0002076719,-1766.5069715691,7.163299803186,6.9632251108,0.0016848147,6.4608974617,0.2666789309,-7.7418,-0.5834,7.1584,2.11136,304.9401,-0.64412,-0.48762,-0.19318,0.015466,0.004062,0.003402
2-0114,c1ccc2c(c1)c1cccc(c1c(c2)Cl)Cl,247.124,8,14,2,-43.167540970988,-42.984723046916,0.000177013496,-43.037499620607,5.948479390468,5.822314147516,0.001016019338,5.519387981135,0.169239337235,-10.3895,-7.5821,2.807373384042,3.32,172.249202,-0.944,-0.903,0.0,0.02622588,0.01122235,0.007859277,-1458.552766569551,-1458.3660522876,0.0001733342,-1458.4177318739,4.695581285413,4.5655185348,0.0010908952,4.2402680241,0.1734904604,-5.6501,-2.3395,3.3106,3.28039,194.81599,-0.9196,-0.9052,-0.02313,0.025517,0.011088,0.007782,-1459.201354465045,-1459.014640183,0.0001733342,-1459.0663197693,4.637153858203,4.5070911074,0.0010908952,4.1818405975,0.1734904604,-8.3389,0.1554,8.4943,3.37835,190.23878,-0.95242,-0.92672,-0.02541,0.025517,0.011088,0.007782
3-0820,c1ccc2c(c1)ccc1-c3c(-c21)c1c(Cl)cccc1cc3,286.761,11,20,1,-52.923571231815,-52.672693368475,0.0001957139,-52.73104546776,8.246808266258,8.071467311078,0.001382509356,7.659272145562,0.234489669518,-9.5722,-7.9817,1.590466152653,1.397,214.362062,0.283,-0.446,0.151,0.01822641,0.007551953,0.005426944,-1228.702504781799,-1228.4463795372,0.0001908013,-1228.5032669445,6.474201205451,6.293611336,0.0014840573,5.8511395272,0.2401851594,-4.6741,-2.8979,1.7762,1.51157,269.53714,0.30737,-0.47118,0.19278,0.018111,0.007367,0.005322,-1229.543957144051,-1229.2878318995,0.0001908013,-1229.3447193068,6.380107698071,6.1995178285,0.0014840573,5.7570460208,0.2401851594,-7.1264,-0.4167,6.7097,1.63016,258.68558,0.37888,-0.47984,0.19371,0.018111,0.007367,0.005322
3-0785,c1ccc2c(c1)cc1c(c2)c2ccc3c(c2cc1)cc1c(c3Cl)cccc1,362.859,15,26,1,-67.901903346594,-67.566886807058,0.000228294949,-67.634952945981,10.891431097103,10.655556749527,0.001834899175,10.108481559069,0.314069278018,-9.7951,-7.9395,1.855634687681,1.883,279.887317,0.311,-0.672,0.0,0.01859008,0.002629586,0.002303722,-1459.808338806113,-1459.4660792273,0.000220801,-1459.5319110469,8.597651963417,8.3545325645,0.0019689024,7.7675041578,0.3219154307,-4.998,-2.8622,2.1358,1.75117,390.01404,0.29542,-0.6224,1e-05,0.018301,0.002612,0.002286,-1460.894573549402,-1460.5523139706002,0.000220801,-1460.6181457902,8.473740247364,8.2306208482,0.0019689024,7.643592443,0.3219154307,-7.3991,-0.5658,6.8333,1.77008,368.83541,0.27609,-0.63932,5e-05,0.018301,0.002612,0.002286
4-0496,c1c(Cl)cc2c(c1)c1c(c3c2cc(Cl)cc3Cl)ccc2c1c1ccccc1c(c2)Cl,466.194,12,26,4,-80.052489251348,-79.741773992374,0.00025517931,-79.817855703515,10.774889888782,10.563316821768,0.001858728002,10.009137066545,0.286059598786,-10.4377,-7.9376,2.500020426127,0.957,316.54322,-0.375,0.001,-0.031,0.005595157,0.002778987,0.002031102,-2838.540186215183,-2838.2220128388,0.0002456643,-2838.2952576631,8.479334564183,8.2603013676,0.0019947745,7.6655591685,0.2944186513,-5.6158,-2.7863,2.8295,0.93427,399.06749,-0.36387,-0.00143,-0.05196,0.00556,0.002728,0.001998,-2839.737189658686,-2839.4190162823,0.0002456643,-2839.4922611066004,8.374528469928,8.1554952733,0.0019947745,7.5607530754,0.2944186513,-8.1487,-0.3989,7.7498,0.80384,377.2593,-0.31176,-0.02376,-0.04749,0.00556,0.002728,0.001998
3-0930,c1c2cc3c(cc2c2c(c1)c1ccccc1cc2)ccc(c3)Cl,312.799,13,22,1,-58.311736267511,-58.024707885915,0.000207589714,-58.086600759253,9.261415031352,9.059365671436,0.001559915848,8.594276760383,0.268993312651,-10.001,-7.8387,2.162329703765,2.527,239.872255,-0.984,0.144,-0.0,0.03364692,0.003207319,0.002928195,-1306.204890824742,-1305.9117039448,0.0002016691,-1305.9718315724,7.317611702488,7.1094021196,0.0016739057,6.6103269859,0.2756841092,-5.1975,-2.709,2.4885,2.32439,318.93458,-0.89934,0.16563,-1e-05,0.033283,0.003183,0.002905,-1307.133332090192,-1306.8401452103,0.0002016691,-1306.9002728379,7.213801673966,7.0055920909,0.0016739057,6.5065169585,0.2756841092,-7.6689,-0.3397,7.3292,2.32556,303.5471,-0.90028,0.16304,-0.0,0.033283,0.003183,0.002905
4-1328,Clc1cc2c(cc1)cc1c(c2)c2c(Cl)c(Cl)ccc2c2c1cc(Cl)cc2,416.134,10,22,4,-70.459695641499,-70.197142730518,0.00023874335,-70.268324060409,9.142247292265,8.964673402964,0.0015794754,8.493752811481,0.240575780886,-10.4906,-8.017,2.473547656787,2.597,276.659059,-0.753,0.6,0.342,0.005043237,0.003898155,0.00224763,-2684.935654420248,-2684.6672505223,0.0002300184,-2684.7358304956,7.19821048969,7.0147838887,0.0016962918,6.5090343036,0.2471349383,-5.6206,-2.8468,2.7738,2.42544,352.906,-0.72463,0.52253,0.33528,0.00495,0.003867,0.00222,-2685.974056555531,-2685.7056526576,0.0002300184,-2685.7742326309,7.112698252585,6.9292716516,0.0016962918,6.4235220675,0.2471349383,-8.1843,-0.4144,7.7699,2.5602,333.2697,-0.77962,0.53402,0.34864,0.00495,0.003867,0.00222
2-0042,c1ccc2c(c1)ccc1c2cc(Cl)cc1,212.679,9,14,1,-39.124927064243,-38.933937277193,0.000166447046,-38.983563463945,5.994907854748,5.860570748818,0.001009681392,5.559534241159,0.178765620701,-10.3779,-7.3262,3.051746605253,2.113,159.918102,-0.654,0.513,0.0,0.03781224,0.01172687,0.008950894,-998.988388076775,-998.7931875233,0.0001626275,-998.8416749106,4.747924395405,4.6093753733,0.0010846901,4.2859749293,0.1833488161,-5.6396,-2.0736,3.566,1.97772,181.25182,-0.60195,0.49301,4e-05,0.037405,0.01162,0.008866,-999.600673164227,-999.4054726107,0.0001626275,-999.453959998,4.683748519625,4.5451994973,0.0010846901,4.2217990542,0.1833488161,-8.3138,0.4553,8.7691,2.02171,177.67347,-0.60975,0.51073,4e-05,0.037405,0.01162,0.008866
2-0145,c1ccc2c(c1Cl)ccc1c2c2cccc(c2cc1)Cl,297.184,10,18,2,-52.765010983047,-52.533970866302,0.000193242197,-52.591586027312,7.585798389195,7.42557412385,0.001295479199,7.039326999798,0.214832678754,-10.3481,-7.6526,2.695560240695,1.162,212.026045,0.0,0.457,-0.0,0.02557762,0.00520524,0.004409954,-1612.170154996753,-1611.933576986,0.0001871997,-1611.9893905888,5.989561992173,5.8237983956,0.0013911583,5.4090244364,0.2209691642,-5.5919,-2.5358,3.0561,1.09224,250.75523,0.0,0.42971,-1e-05,0.025414,0.005118,0.004338,-1612.976394740891,-1612.7398167301,0.0001871997,-1612.7956303329,5.910891248237,5.7451276515,0.0013911583,5.3303536933,0.2209691642,-8.2033,-0.1058,8.0975,1.14932,242.57727,0.0,0.45217,-1e-05,0.025414,0.005118,0.004338
3-0423,c1ccc2c(c1)cc1c(c2)c(Cl)cc2c1c1ccccc1cc2,312.799,13,22,1,-58.305742502077,-58.018690331191,0.000205997904,-58.080108606124,9.255421265918,9.053348116712,0.001561507658,8.587784607254,0.26925137933,-9.9346,-7.7823,2.152321786192,2.031,239.872847,-0.284,0.73,0.156,0.01137251,0.006574797,0.004265994,-1306.196077650473,-1305.9022071489,0.0001986568,-1305.9614366836,7.308798528219,7.0999053237,0.001676918,6.5999320971,0.2767399197,-5.1327,-2.7266,2.4061,1.83973,301.8244,-0.25607,0.66595,0.1217,0.011275,0.006473,0.004201,-1307.124074638616,-1306.830204137,0.0001986568,-1306.8894336717,7.20454422239,6.9956510176,0.001676918,6.4956777923,0.2767399197,-7.6102,-0.3731,7.2371,1.85284,289.83154,-0.28117,0.66069,0.12567,0.011275,0.006473,0.004201
4-1222,Clc1c(Cl)c(Cl)c2c(c1)c(Cl)c(c1c2c2cc(Cl)c3c(c2c(c1Cl)Cl)c(Cl)c1c(c3)ccc(c1Cl)Cl)Cl,707.309,5,26,11,-108.359064569988,-108.10714229564,0.000324038829,-108.20375447254,10.458168610247,10.305388527859,0.001908199255,9.736458918768,0.217901960859,-10.6085,-8.8308,1.777778215341,2.797,404.36275,-0.237,-0.945,0.512,0.00350101,0.001288821,0.001024304,-6055.53242216153,-6055.2744551224,0.0003073737,-6055.3660985847,8.154519291154,7.9956924316,0.0020514477,7.3840530106,0.2252767589,-5.6438,-3.6009,2.0429,2.72001,541.94984,-0.08643,-0.9884,0.40091,0.003494,0.001269,0.001007,-6056.979128667243,-6056.721161628099,0.0003073737,-6056.8128050904,8.085535742804,7.9267088837,0.0020514477,7.3150694632,0.2252767589,-8.1492,-1.3442,6.805,2.89913,499.0439,-0.00557,-1.05216,0.4403,0.003494,0.001269,0.001007
3-0502,c1cc(Cl)c2c(c1)ccc1c2c2c1ccc1c2c2c1cccc2,310.783,11,22,1,-57.159626557265,-56.896295354125,0.00020604482,-56.957727617112,8.896270848978,8.713197610758,0.001478584692,8.272357583544,0.245609755655,-9.8437,-7.8004,2.043314689647,1.296,229.548846,0.403,0.313,0.0,0.01574715,0.006056182,0.004373993,-1304.844096517478,-1304.5760847031,0.0002011056,-1304.6360443398,6.951360766594,6.7636052883,0.0015871654,6.2903917891,0.2506498695,-4.9519,-2.7526,2.1993,1.39072,306.98215,0.48915,0.24515,2e-05,0.015579,0.005942,0.004301,-1305.760007711524,-1305.4919958971,0.0002011056,-1305.5519555338,6.850536349978,6.6627808715,0.0015871654,6.1895673734,0.2506498695,-7.5017,-0.3236,7.1781,1.66278,288.53105,0.61022,0.23574,2e-05,0.015579,0.005942,0.004301
4-0268,Clc1c(Cl)c(Cl)c2c(c1Cl)c(Cl)c1-c3c(Cl)c(Cl)c(c4c3c(-c1c2Cl)c1c(Cl)c(Cl)cc(c1c4Cl)Cl)Cl,750.161,1,24,13,-111.128111925481,-110.928055078257,0.000331160861,-111.026790688931,9.422689494292,9.312332725508,0.001745603709,8.791880978459,0.165152087244,-10.6561,-9.4069,1.24921031673,1.371,407.327301,0.53,-0.068,-0.07,0.002635637,0.001515346,0.001004309,-6897.248971554216,-6897.0444012799,0.0003142055,-6897.1380816535,7.296601024211,7.1817290075,0.0018777233,6.6218855116,0.1709848852,-5.6609,-4.1386,1.5223,1.18371,557.64434,0.4578,-0.07562,-0.03965,0.002608,0.001506,0.001002,-6898.679006281729,-6898.4744360074,0.0003142055,-6898.568116381,7.246542403057,7.131670387,0.0018777233,6.5718268912,0.1709848852,-8.0992,-2.0626,6.0366,1.40315,510.79786,0.54424,-0.08198,-0.04269,0.002608,0.001506,0.001002
5-0046,Clc1c(Cl)c(Cl)c2c(c1Cl)c1c(Cl)c(Cl)c3c(c1c(c2Cl)Cl)c(Cl)c(c(c3Cl)Cl)Cl,641.634,0,18,12,-93.197251891892,-93.049869277082,0.000294162397,-93.13757379564,7.12761558779,7.05104882438,0.001363602959,6.644490601266,0.117653877322,-10.9391,-9.1197,1.819378805272,0.07,337.930282,0.0,0.0,-0.028,0.00442719,0.001872472,0.001485206,-6207.874831658582,-6207.7239521806,0.00028064,-6207.8076250045,5.527022626321,5.4469575622,0.001466836,5.0096201671,0.1224291373,-5.9763,-3.7755,2.2008,0.12337,418.63649,0.00017,0.00018,-0.04854,0.004286,0.001866,0.001512,-6209.043905063025,-6208.893025585,0.00028064,-6208.9766984089,5.505641947971,5.4255768844,0.001466836,4.9882394893,0.1224291373,-8.5958,-1.4417,7.1541,0.11915,389.90459,0.00013,0.00015,-0.04688,0.004286,0.001866,0.001512
2-0283,c1cc2ccc3c4c2c(c1)ccc4c(c(c3Cl)Cl)Cl,305.591,7,16,3,-51.527512123382,-51.339923915941,0.000190018091,-51.396577809796,6.632815429107,6.506600959546,0.001126325395,6.170787042268,0.171949364343,-10.36,-8.1312,2.228848795827,3.926,202.180207,1.545,0.0,-0.0,0.0170051,0.007739027,0.005318553,-1994.363760763992,-1994.1724225212,0.0001850276,-1994.2275884888,5.22542170255,5.095455952,0.001209526,4.7348356371,0.1760152681,-5.5003,-2.8234,2.6769,3.55434,242.24508,1.39836,8e-05,1e-05,0.016738,0.007682,0.005265,-1995.119083337527,-1994.9277450947,0.0001850276,-1994.9829110623,5.161984852879,5.0320191023,0.001209526,4.6713987881,0.1760152681,-7.9575,-0.5304,7.4271,3.69872,234.91853,1.45516,6e-05,-1e-05,0.016738,0.007682,0.005265
3-0416,c1cc2-c3cccc4c3c3c2c(c1)c1ccc(cc1c3cc4)Cl,310.783,11,22,1,-57.29946309663,-57.034379408126,0.000198095463,-57.093441570398,9.036107388343,8.851281664759,0.001486534049,8.40807153683,0.248322653072,-10.3757,-7.8718,2.503909516081,2.27,234.407122,-0.745,-0.492,-0.0,0.01579228,0.005819782,0.004252608,-1305.001573847457,-1304.7321197269,0.0001963601,-1304.7906644815,7.108838096573,6.9196403121,0.0015919109,6.4450119308,0.2523530074,-5.6689,-2.8014,2.8675,2.18495,287.4789,-0.7079,-0.48765,0.0,0.015631,0.005775,0.004217,-1305.92144251937,-1305.6519883988,0.0001963601,-1305.7105331534,7.011971157824,6.8227733732,0.0015919109,6.348144993,0.2523530074,-8.2358,-0.4355,7.8003,2.22608,277.50769,-0.71145,-0.51073,1e-05,0.015631,0.005775,0.004217
2-0084,c1c(Cl)c2-c3c(-c2c(c1)Cl)c(Cl)ccc3Cl,289.976,4,12,4,-45.897326737057,-45.766775333791,0.00018528407,-45.822017779394,4.873738685089,4.790397849423,0.00085227525,4.536291983222,0.115775422286,-10.9225,-8.3139,2.60859704886,0.0,170.810488,-0.0,0.0,-0.0,0.01333296,0.01078074,0.005960893,-2300.239549791627,-2300.1070424105,0.0001812732,-2300.1610890124,3.807896847859,3.7225990761,0.0009160636,3.4494745948,0.1178391088,-5.9744,-3.0541,2.9203,0.0,196.73497,0.0,-0.0,-0.0,0.013219,0.010705,0.005915,-2300.87186933853,-2300.7393619574,0.0001812732,-2300.7934085593,3.768797777454,3.6835000058,0.0009160636,3.4103755249,0.1178391088,-8.7419,-0.3832,8.3587,3e-05,189.95033,-1e-05,0.0,-0.0,0.013219,0.010705,0.005915
3-0963,c1cc2cc(Cl)c3c(c2c2c1cc1c(c2)cccc1)c1ccccc1cc3,362.859,15,26,1,-67.898636642236,-67.563742691625,0.000224988583,-67.630823037703,10.888164392745,10.652412634094,0.001838205541,10.104351650791,0.314246259281,-9.9229,-7.7272,2.19574519514,2.155,279.877533,-0.687,-0.432,0.245,0.009617515,0.004736687,0.003433566,-1459.80059205214,-1459.4576843428,0.000216158,-1459.5221318449,8.589905209444,8.34613768,0.0019735454,7.7577249558,0.3230814749,-5.0949,-2.676,2.4189,2.02079,350.85077,-0.61707,-0.45146,0.21787,0.009455,0.004668,0.003375,-1460.887533301318,-1460.544625592,0.000216158,-1460.6090730941,8.46669999928,8.2229324696,0.0019735454,7.6345197469,0.3230814749,-7.589,-0.3176,7.2714,2.0121,336.16679,-0.62876,-0.42801,0.21933,0.009455,0.004668,0.003375
3-1267,c1ccc2-c3c4c(-c2c1)c1ccc(cc1cc4cc1c3cccc1)Cl,336.821,13,24,1,-62.58908329224,-62.289619183507,0.000215680453,-62.35392431061,9.952169313351,9.742405283058,0.001658231365,9.24800360037,0.280312292287,-9.8494,-8.4683,1.381103006658,2.298,257.154486,-0.894,0.138,-0.0,0.01209531,0.004468738,0.003263138,-1382.391116117424,-1382.0854185419,0.0002095563,-1382.1478977415,7.839404820634,7.6234055031,0.0017794309,7.0928680216,0.2869882508,-5.0199,-3.4624,1.5575,2.08057,347.64097,-0.8174,0.04316,1e-05,0.011964,0.00444,0.003238,-1383.388558086634,-1383.0828605111,0.0002095563,-1383.1453397106998,7.723405754842,7.5074064371,0.0017794309,6.9768689569,0.2869882508,-7.3214,-1.3231,5.9983,2.1276,335.70114,-0.83581,0.0454,1e-05,0.011964,0.00444,0.003238
4-0957,c1c(Cl)c2cc3cc(Cl)cc(c3cc2c2c1cc(Cl)c1c2c(Cl)c2c(c1Cl)ccc(c2)Cl)Cl,569.529,9,26,7,-92.191677474213,-91.906359081433,0.000286096484,-91.991658748087,10.646950998572,10.460774797752,0.001878524016,9.900692861059,0.256552493009,-10.3755,-8.7232,1.652282457699,1.235,353.772656,-0.089,0.456,-0.142,0.003614554,0.002216358,0.001489605,-4217.262134368716,-4216.9701181712,0.000274272,-4217.0518923533,8.351117909412,8.1582418916,0.0020169022,7.5569022532,0.2642150461,-5.4169,-3.6139,1.803,1.03044,473.79001,-0.14984,0.34852,-0.14293,0.003548,0.00218,0.001476,-4218.559742496855,-4218.2677262994,0.000274272,-4218.3495004815,8.255253421376,8.0623774038,0.0020169022,7.4610377663,0.2642150461,-7.8576,-1.4002,6.4574,1.14051,441.385,-0.13409,0.40576,-0.13678,0.003548,0.00218,0.001476
2-0434,c1cc2cc3cccc(c3cc2c(c1)Cl)Cl,247.124,8,14,2,-43.16957324681,-42.987071471805,0.000174420403,-43.039074914811,5.95051166629,5.824662572405,0.001018612431,5.520963275339,0.16898307658,-10.1914,-8.0431,2.148275596581,3.197,172.138124,0.0,-1.258,0.0,0.02345559,0.01088934,0.007436785,-1458.561411199983,-1458.3747670696,0.0001698172,-1458.4253980732,4.704225915845,4.5742333168,0.0010944122,4.2479342234,0.1735759625,-5.3403,-2.8932,2.4471,3.12299,200.66711,2e-05,-1.22865,4e-05,0.023108,0.010755,0.007339,-1459.205797766128,-1459.0191536357,0.0001698172,-1459.0697846393,4.641597159286,4.5116045601,0.0010944122,4.1853054675,0.1735759625,-7.8908,-0.4883,7.4025,3.19584,196.50636,4e-05,-1.25732,4e-05,0.023108,0.010755,0.007339
3-0397,c1ccc2c(c1)ccc1-c3c(-c21)cc(c1c3cccc1)Cl,286.761,11,20,1,-52.928464641728,-52.677600224594,0.000197200504,-52.736395554809,8.251701676171,8.076374167197,0.001381022752,7.664622232611,0.234377707494,-9.6398,-8.0333,1.606483099747,2.045,214.178592,0.419,-0.687,-0.0,0.02055081,0.005679608,0.004449817,-1228.709490201433,-1228.4535391443,0.0001925328,-1228.510942813,6.481186625085,6.3007709431,0.0014823258,5.8588153957,0.2398352464,-4.7238,-2.9152,1.8086,1.89903,279.43445,0.36831,-0.65003,-2e-05,0.020247,0.005629,0.004405,-1229.550352406307,-1229.2944013492,0.0001925328,-1229.3518050178998,6.386502960327,6.2060872782,0.0014823258,5.7641317319,0.2398352464,-7.1749,-0.4359,6.739,1.94566,266.11687,0.37572,-0.66691,-2e-05,0.020247,0.005629,0.004405
